Industry,Packaging_Material,Material_Type,Packaged_Item,Strength,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,Packaging_Cost_INR,Strength_Encoded,CO2_Impact_Index,Cost_per_kg,Cost_Efficiency_Index,Material_Suitability_Score,Log_Packaging_Cost,Sustainability_Tier
Furniture,Corrugated Cardboard,Cardboard,Sofa,High,54.38,69,40,88,2.05,3,64.5,0.0377,99.921,86.33,1.1151,Excellent
Automotive,Corrugated Cardboard,Cardboard,Tire Inflator,High,55.42,72,39,91,38.5,3,66.5,0.6947,98.553,87.338,3.6763,Excellent
Automotive,Honeycomb Board,Cardboard,Car Led Lights,High,45.74,69,37,91,24.15,3,66.0,0.528,98.9,87.275,3.2249,Excellent
Home Appliances,Corrugated Cardboard,Cardboard,Electric Kettle,High,56.79,70,38,88,5.9,3,66.0,0.1039,99.784,86.746,1.9315,Excellent
Textiles,Kraft Paper,Paper,Cotton T-Shirt,Medium,15.14,66,44,85,17.03,2,61.0,1.1248,97.657,77.298,2.892,Excellent
Food,Steel Can,Metal,Bread,High,21.12,15,72,95,8.63,3,21.5,0.4086,99.149,74.987,2.2649,Good
Furniture,Jute Sack,Natural Fiber,Wardrobe,High,22.98,91,25,86,29.12,3,83.0,1.2672,97.36,90.74,3.4052,Excellent
Cosmetics,Aluminum Tube,Metal,Hair Color,Medium,5.37,23,73,90,34.66,2,25.0,6.4544,86.554,64.972,3.574,Good
Home Appliances,Wood Wool Cushioning,Natural Fiber,Hand Blender,Low,8.33,87,28,85,4.55,1,79.5,0.5462,98.862,76.482,1.7138,Excellent
Construction,Recycled Cardboard Box,Recycled Cardboard,Wall Putty,High,43.32,71,36,91,13.9,3,67.5,0.3209,99.332,87.833,2.7014,Excellent
Construction,Kraft Paper,Paper,Primer,Medium,14.5,68,46,88,29.58,2,61.0,2.04,95.75,77.571,3.4203,Excellent
Electronics,Rice Husk Tray,Agricultural Waste,Solar Lamp,Medium,5.37,88,21,84,3.5,2,83.5,0.6518,98.642,84.044,1.5041,Excellent
Automotive,Honeycomb Board,Cardboard,Touch Up Paint,High,44.77,69,35,89,24.89,3,67.0,0.556,98.842,87.06,3.2539,Excellent
Furniture,Honeycomb Board,Cardboard,Cabinet,High,44.96,70,38,88,21.79,3,66.0,0.4847,98.99,86.548,3.1263,Excellent
Construction,Hemp Fiber Bag,Natural Fiber,Tile Cleaner,Medium,12.75,89,20,84,24.78,2,84.5,1.9435,95.951,83.671,3.2496,Excellent
Construction,Kraft Paper,Paper,Rust Remover,Medium,15.74,68,44,82,20.7,2,62.0,1.3151,97.26,76.748,3.0773,Excellent
Cosmetics,Cork Packaging,Natural Material,Perfume,Medium,10.63,85,20,88,38.91,2,82.5,3.6604,92.375,83.177,3.6866,Excellent
Home Appliances,Recycled Cardboard Box,Recycled Cardboard,Sandwich Maker,High,40.81,69,39,92,19.19,3,65.0,0.4702,99.02,87.255,3.0052,Excellent
Toys,Pla Bioplastic,Bioplastic,Bicycle,Medium,8.5,83,25,68,22.13,2,79.0,2.6035,94.576,77.677,3.1411,Excellent
Cosmetics,Hemp Fiber Bag,Natural Fiber,Perfume,Medium,12.88,88,17,88,32.32,2,85.5,2.5093,94.773,84.677,3.5062,Excellent
Textiles,Recycled Kraft Paper,Paper,Salwar Kameez,Medium,12.41,68,39,91,8.37,2,64.5,0.6745,98.595,80.082,2.2375,Excellent
Food,Areca Nut Leaf Box,Natural Fiber,Yogurt,Medium,4.64,96,16,92,71.67,2,90.0,15.4461,67.823,80.289,4.2859,Excellent
Food,Rice Husk Tray,Agricultural Waste,Yogurt,Medium,6.24,92,21,81,9.76,2,85.5,1.5641,96.742,83.419,2.3758,Excellent
Furniture,Wood Wool Cushioning,Natural Fiber,Office Chair,Low,8.88,85,25,89,36.75,1,80.0,4.1385,91.379,75.761,3.631,Excellent
Furniture,Cork Packaging,Natural Material,Computer Desk,Medium,11.01,87,22,88,8.63,2,82.5,0.7838,98.367,84.675,2.2649,Excellent
Cosmetics,Glass Jar,Glass,Moisturizer,High,25.14,34,53,96,58.25,3,40.5,2.317,95.173,79.943,4.0818,Excellent
Furniture,Wood Wool Cushioning,Natural Fiber,Bean Bag,Low,7.66,85,24,89,3.81,1,80.5,0.4974,98.964,77.808,1.5707,Excellent
Automotive,Molded Pulp,Paper,Spark Plugs,Medium,8.92,81,37,89,17.73,2,72.0,1.9877,95.859,81.148,2.9301,Excellent
Furniture,Recycled Cardboard Box,Recycled Cardboard,Wardrobe,High,51.2,70,39,89,4.06,3,65.5,0.0793,99.835,86.859,1.6214,Excellent
Construction,Steel Can,Metal,Plaster Of Paris,High,17.93,19,76,97,127.1,3,21.5,7.0887,85.233,72.008,4.8528,Good
Electronics,Wood Wool Cushioning,Natural Fiber,Usb Charger,Low,7.8,85,28,91,2.85,1,78.5,0.3654,99.239,77.776,1.3481,Excellent
Electronics,Hemp Fiber Bag,Natural Fiber,Electric Toothbrush,Medium,11.16,94,16,84,36.13,2,89.0,3.2375,93.256,84.347,3.6144,Excellent
Construction,Jute Sack,Natural Fiber,Cement Bags,High,24.33,90,23,86,21.08,3,83.5,0.8664,98.195,91.099,3.0947,Excellent
Textiles,Hemp Fiber Bag,Natural Fiber,Woolen Sweater,Medium,12.11,93,19,84,34.64,2,87.0,2.8604,94.041,83.944,3.5735,Excellent
Cosmetics,Recycled Cardboard Box,Recycled Cardboard,Lipstick,High,48.62,71,36,92,7.97,3,67.5,0.1639,99.659,88.165,2.1939,Excellent
Furniture,Wood Wool Cushioning,Natural Fiber,Bookshelf,Low,8.57,85,25,90,81.73,1,80.0,9.5368,80.133,73.2,4.4156,Good
Food,Recycled Cardboard Box,Recycled Cardboard,Fruit Juice,High,41.49,73,41,89,38.84,3,66.0,0.9361,98.05,86.562,3.6849,Excellent
Automotive,Jute Sack,Natural Fiber,Spark Plugs,High,28.67,90,19,91,3.59,3,85.5,0.1252,99.739,93.335,1.5239,Excellent
Construction,Recycled Cardboard Box,Recycled Cardboard,Floor Leveling Compound,High,47.26,69,39,91,5.76,3,65.0,0.1219,99.746,87.186,1.911,Excellent
Construction,Recycled Cardboard Box,Recycled Cardboard,Plaster Of Paris,High,48.13,70,38,94,0.83,3,66.0,0.0172,99.964,88.291,0.6043,Excellent
Toys,Kraft Paper,Paper,Cricket Bat,Medium,15.49,68,45,88,2.76,2,61.5,0.1782,99.629,78.691,1.3244,Excellent
Healthcare,Rpet Tray,Recycled Plastic,Diagnostic Kits,Medium,10.39,15,72,78,41.21,2,21.5,3.9663,91.738,62.218,3.7427,Good
Food,Steel Can,Metal,Spices,High,17.34,19,78,94,21.24,3,20.5,1.2249,97.448,74.012,3.1019,Good
Furniture,Jute Sack,Natural Fiber,Sofa,High,21.41,86,25,87,21.26,3,80.5,0.993,97.931,90.383,3.1028,Excellent
Cosmetics,Rpet Tray,Recycled Plastic,Face Mask,Medium,9.52,13,74,77,52.49,2,19.5,5.5137,88.514,60.562,3.9795,Good
Automotive,Jute Sack,Natural Fiber,Windshield Wiper,High,22.97,88,19,85,3.07,3,84.5,0.1337,99.721,91.53,1.4036,Excellent
Food,Pla Bioplastic,Bioplastic,Fruit Juice,Medium,8.64,82,26,72,37.88,2,78.0,4.3843,90.867,77.45,3.6605,Excellent
Construction,Recycled Cardboard Box,Recycled Cardboard,Sealant,High,40.6,73,36,93,1.69,3,68.5,0.0416,99.913,88.778,0.9895,Excellent
Home Appliances,Corn Starch Foam,Bioplastic,Stand Mixer,Low,3.38,87,20,75,6.04,1,83.5,1.787,96.277,74.536,1.9516,Good
Electronics,Wood Wool Cushioning,Natural Fiber,Keyboard,Low,8.31,83,28,86,39.93,1,77.5,4.8051,89.99,73.914,3.7119,Good
Textiles,Kraft Paper,Paper,Embroidered Kurti,Medium,15.4,64,42,83,2.96,2,61.0,0.1922,99.6,77.283,1.3762,Excellent
Cosmetics,Glass Jar,Glass,Moisturizer,High,24.97,37,53,98,19.84,3,42.0,0.7946,98.345,81.686,3.0369,Excellent
Food,Glassine Paper,Paper,Fruit Juice,Low,6.57,63,54,84,11.13,1,54.5,1.6941,96.471,68.134,2.4957,Good
Healthcare,Recycled Cardboard Box,Recycled Cardboard,Antiseptic Cream,High,50.27,73,36,93,3.99,3,68.5,0.0794,99.835,88.759,1.6074,Excellent
Textiles,Corrugated Cardboard,Cardboard,Woolen Sweater,High,55.66,72,38,90,6.51,3,67.0,0.117,99.756,87.539,2.0162,Excellent
Home Appliances,Wheat Straw Pulp Box,Agricultural Waste,Water Purifier,Medium,6.85,86,25,83,32.04,2,80.5,4.6774,90.256,80.797,3.4977,Excellent
Automotive,Jute Sack,Natural Fiber,Touch Up Paint,High,21.91,86,22,90,18.97,3,82.0,0.8658,98.196,91.649,2.9942,Excellent
Construction,Aluminum Can,Metal,Bonding Agent,High,8.89,19,70,95,35.65,3,24.5,4.0101,91.646,74.012,3.6014,Good
Construction,Corrugated Cardboard,Cardboard,Gypsum Powder,High,55.42,70,41,88,3.54,3,64.5,0.0639,99.867,86.317,1.5129,Excellent
Home Appliances,Wheat Straw Pulp Box,Agricultural Waste,Juicer,Medium,8.01,91,22,81,8.65,2,84.5,1.0799,97.75,83.371,2.267,Excellent
Electronics,Recycled Cardboard Box,Recycled Cardboard,Solar Lamp,High,41.71,72,41,89,17.69,3,65.5,0.4241,99.117,86.679,2.928,Excellent
Automotive,Jute Sack,Natural Fiber,Spark Plugs,High,23.99,89,19,88,78.94,3,85.0,3.2905,93.145,90.786,4.3813,Excellent
Automotive,Kraft Paper,Paper,Radiator Cap,Medium,13.79,64,47,83,1.97,2,58.5,0.1429,99.702,76.559,1.0886,Excellent
Food,Seed Paper,Paper,Milk,Low,5.64,95,9,92,4.98,1,93.0,0.883,98.161,82.107,1.7884,Excellent
Construction,Corrugated Cardboard,Cardboard,Wood Polish,High,43.19,71,39,90,21.8,3,66.0,0.5047,98.949,87.037,3.1268,Excellent
Healthcare,Glass Vial,Glass,Tablets,Medium,5.53,43,49,96,98.42,2,47.0,17.7975,62.925,67.165,4.5994,Good
Electronics,Wheat Straw Pulp Box,Agricultural Waste,Router,Medium,7.08,86,25,84,17.63,2,80.5,2.4901,94.813,82.187,2.9248,Excellent
Construction,Recycled Cardboard Box,Recycled Cardboard,Paint,High,38.66,73,38,89,23.28,3,67.5,0.6022,98.746,87.186,3.1897,Excellent
Toys,Pla Bioplastic,Bioplastic,Toy Cars,Medium,9.07,85,23,72,7.39,2,81.0,0.8148,98.303,80.209,2.127,Excellent
Automotive,Aluminum Can,Metal,Exhaust Gasket,High,10.24,23,71,100,106.56,3,26.0,10.4062,78.322,72.38,4.678,Good
Food,Greaseproof Paper,Paper,Cake,Low,7.43,62,53,80,1.69,1,54.5,0.2275,99.526,67.898,0.9895,Good
Construction,Corrugated Cardboard,Cardboard,Tile Cleaner,High,53.46,67,40,89,1.49,3,63.5,0.0279,99.942,86.286,0.9123,Excellent
Textiles,Recycled Kraft Paper,Paper,Kurta,Medium,13.26,73,35,91,1.2,2,69.0,0.0905,99.811,81.736,0.7885,Excellent
Automotive,Jute Sack,Natural Fiber,Car Battery,High,23.84,86,20,90,88.02,3,83.0,3.6921,92.309,90.477,4.4889,Excellent
Cosmetics,Sbs Board,Cardboard,Foot Cream,Medium,15.62,69,44,87,2.15,2,62.5,0.1376,99.713,78.762,1.1474,Excellent
Construction,Tin Container,Metal,Tile Adhesive,High,13.19,16,76,97,46.65,3,20.0,3.5368,92.632,73.408,3.8639,Good
Furniture,Jute Sack,Natural Fiber,Cabinet,High,22.92,86,19,90,30.38,3,83.5,1.3255,97.239,91.86,3.4462,Excellent
Textiles,Pineapple Fiber Bag,Natural Fiber,Kurta,Medium,7.7,93,23,88,41.22,2,85.0,5.3532,88.848,83.045,3.7429,Excellent
Healthcare,Aluminum Tube,Metal,Injections,Medium,4.75,19,68,90,6.14,2,25.5,1.2926,97.307,67.81,1.9657,Good
Electronics,Recycled Cardboard Box,Recycled Cardboard,Smart Watch,High,42.48,71,35,91,13.47,3,68.0,0.3171,99.339,87.985,2.6721,Excellent
Textiles,Jute Sack,Natural Fiber,Jacket,High,24.54,90,21,88,20.14,3,84.5,0.8207,98.29,91.922,3.0512,Excellent
Toys,Kraft Paper,Paper,Badminton Set,Medium,13.87,62,43,84,21.06,2,59.5,1.5184,96.837,76.393,3.0938,Excellent
Electronics,Corrugated Cardboard,Cardboard,Hard Drive,High,54.66,67,37,89,23.88,3,65.0,0.4369,99.09,86.523,3.2141,Excellent
Furniture,Molded Pulp,Paper,Bookshelf,Medium,9.17,75,38,95,21.37,2,68.5,2.3304,95.145,81.42,3.1077,Excellent
Home Appliances,Molded Pulp,Paper,Microwave,Medium,11.01,78,34,94,0.54,2,72.0,0.049,99.898,83.408,0.4318,Excellent
Electronics,Hemp Fiber Bag,Natural Fiber,Laptop,Medium,10.64,93,21,87,39.2,2,86.0,3.6842,92.325,83.965,3.6939,Excellent
Cosmetics,Cotton Bag,Natural Fiber,Hand Cream,Medium,11.39,86,20,87,6.68,2,83.0,0.5865,98.778,84.678,2.0386,Excellent
Home Appliances,Molded Pulp,Paper,Pressure Cooker,Medium,8.5,78,34,93,1.65,2,72.0,0.1941,99.596,83.082,0.9746,Excellent
Toys,Recycled Cardboard Box,Recycled Cardboard,Scooter,High,41.97,70,37,95,43.63,3,66.5,1.0396,97.834,88.158,3.7984,Excellent
Automotive,Tin Container,Metal,Radiator Cap,High,13.9,16,71,95,121.66,3,22.5,8.7525,81.767,70.942,4.8094,Good
Electronics,Wood Wool Cushioning,Natural Fiber,Memory Card,Low,8.08,83,25,85,38.03,1,79.0,4.7067,90.195,74.165,3.6643,Good
Automotive,Recycled Cardboard Box,Recycled Cardboard,Air Filter,High,42.25,71,36,90,21.61,3,67.5,0.5115,98.934,87.483,3.1184,Excellent
Cosmetics,Pla Bioplastic,Bioplastic,Shampoo,Medium,7.17,86,25,72,20.86,2,80.5,2.9093,93.939,78.968,3.0847,Excellent
Home Appliances,Recycled Cardboard Box,Recycled Cardboard,Sandwich Maker,High,46.09,69,38,93,16.35,3,65.5,0.3547,99.261,87.715,2.8536,Excellent
Furniture,Recycled Cardboard Box,Recycled Cardboard,Office Chair,High,41.58,70,36,90,5.74,3,67.0,0.138,99.713,87.528,1.9081,Excellent
Cosmetics,Glass Vial,Glass,Deodorant,Medium,5.56,43,53,97,141.41,2,45.0,25.4335,47.018,62.838,4.9587,Good
Food,Beeswax Wrap,Natural Wax,Chili Powder,Low,3.19,96,13,86,54.9,1,91.5,17.21,64.149,71.654,4.0236,Good
Automotive,Tin Container,Metal,Engine Oil,High,16.13,16,70,100,14.95,3,23.0,0.9268,98.069,76.417,2.7695,Excellent
Food,Rice Husk Tray,Agricultural Waste,Bread,Medium,5.41,87,17,80,5.63,2,85.0,1.0407,97.832,83.291,1.8916,Excellent
Food,Sugarcane Bottle,Bioplastic,Bread,Medium,8.31,83,27,77,53.17,2,78.0,6.3983,86.671,77.651,3.9921,Excellent
Construction,Tin Container,Metal,Plaster Of Paris,High,12.8,21,70,96,117.78,3,25.5,9.2016,80.832,71.858,4.7773,Good
Cosmetics,Cotton Bag,Natural Fiber,Body Lotion,Medium,9.85,90,23,84,86.09,2,83.5,8.7401,81.793,79.832,4.4669,Excellent
Cosmetics,Rpet Tray,Recycled Plastic,Perfume,Medium,11.37,11,75,81,56.92,2,18.0,5.0062,89.571,61.376,4.0591,Good
Food,Glass Jar,Glass,Dry Fruits,High,25.05,38,54,93,37.56,3,42.0,1.4994,96.877,80.069,3.6522,Excellent
Furniture,Recycled Cardboard Box,Recycled Cardboard,Bean Bag,High,40.34,69,37,91,1.44,3,66.0,0.0357,99.926,87.532,0.892,Excellent
Home Appliances,Honeycomb Board,Cardboard,Stand Mixer,High,37.28,73,37,92,11.85,3,68.0,0.3179,99.338,88.234,2.5533,Excellent
Healthcare,Aluminum Tube,Metal,Blood Glucose Strips,Medium,4.34,23,73,89,7.01,2,25.0,1.6152,96.635,67.242,2.0807,Good
Furniture,Wood Wool Cushioning,Natural Fiber,Wardrobe,Low,8.32,82,26,88,38.49,1,78.0,4.6262,90.363,74.657,3.676,Good
Toys,Molded Pulp,Paper,Badminton Set,Medium,10.49,79,37,94,1.01,2,71.0,0.0963,99.799,83.083,0.6981,Excellent
Toys,Rpet Tray,Recycled Plastic,Board Games,Medium,8.94,11,69,81,11.15,2,21.0,1.2472,97.402,64.234,2.4973,Good
Textiles,Jute Sack,Natural Fiber,Jacket,High,28.27,88,24,91,29.09,3,82.0,1.029,97.856,91.814,3.4042,Excellent
Construction,Jute Sack,Natural Fiber,Concrete Hardener,High,23.59,90,25,89,5.66,3,82.5,0.2399,99.5,91.875,1.8961,Excellent
Toys,Rpet Tray,Recycled Plastic,Badminton Set,Medium,11.16,10,73,80,2.31,2,18.5,0.207,99.569,63.776,1.1969,Good
Electronics,Molded Pulp,Paper,Router,Medium,9.05,75,38,93,6.13,2,68.5,0.6773,98.589,81.781,1.9643,Excellent
Furniture,Recycled Cardboard Box,Recycled Cardboard,Wardrobe,High,48.66,72,38,89,18.09,3,67.0,0.3718,99.225,87.156,2.9492,Excellent
Automotive,Recycled Cardboard Box,Recycled Cardboard,Touch Up Paint,High,44.48,69,38,95,21.95,3,65.5,0.4935,98.972,88.143,3.1333,Excellent
Automotive,Molded Pulp,Paper,Brake Fluid,Medium,10.59,78,35,90,10.92,2,71.5,1.0312,97.852,81.746,2.4782,Excellent
Electronics,Honeycomb Board,Cardboard,Mobile Phone,High,41.32,73,38,94,44.0,3,67.5,1.0649,97.782,88.196,3.8067,Excellent
Furniture,Jute Sack,Natural Fiber,Bean Bag,High,22.44,88,20,90,9.08,3,84.0,0.4046,99.157,92.489,2.3106,Excellent
Toys,Sbs Board,Cardboard,Chess Set,Medium,20.16,65,45,90,11.26,2,60.0,0.5585,98.837,78.543,2.5063,Excellent
Electronics,Wood Wool Cushioning,Natural Fiber,Mobile Phone,Low,9.09,87,25,87,7.29,1,81.0,0.802,98.329,77.299,2.115,Excellent
Automotive,Aluminum Can,Metal,Car Led Lights,High,10.05,18,73,100,16.52,3,22.5,1.6438,96.576,75.894,2.8633,Excellent
Healthcare,Rpet Tray,Recycled Plastic,Pain Relief Gel,Medium,9.88,14,69,77,16.47,2,22.5,1.667,96.527,63.465,2.8605,Good
Home Appliances,Molded Pulp,Paper,Rice Cooker,Medium,8.6,77,34,94,7.55,2,71.5,0.8779,98.171,82.826,2.1459,Excellent
Cosmetics,Hemp Fiber Bag,Natural Fiber,Mascara,Medium,12.05,93,18,86,4.06,2,87.5,0.3369,99.298,85.908,1.6214,Excellent
Electronics,Hemp Fiber Bag,Natural Fiber,Earphones,Medium,13.55,93,21,89,30.7,2,86.0,2.2657,95.28,85.203,3.4563,Excellent
Construction,Tin Container,Metal,Primer,High,15.05,18,70,100,83.56,3,24.0,5.5522,88.434,74.309,4.4375,Good
Healthcare,Pha Bioplastic,Bioplastic,Syrups,Medium,6.92,88,25,74,64.96,2,81.5,9.3873,80.445,76.395,4.189,Excellent
Furniture,Cork Packaging,Natural Material,Office Chair,Medium,11.29,88,19,83,4.67,2,84.5,0.4136,99.138,84.218,1.7352,Excellent
Toys,Pla Bioplastic,Bioplastic,Science Kit,Medium,8.18,88,27,72,7.35,2,80.5,0.8985,98.128,80.015,2.1223,Excellent
Cosmetics,Duplex Board,Cardboard,Face Serum,Medium,20.78,65,41,91,15.58,2,62.0,0.7498,98.438,79.293,2.8082,Excellent
Electronics,Rice Husk Tray,Agricultural Waste,Router,Medium,5.12,93,17,81,9.52,2,88.0,1.8594,96.127,84.015,2.3533,Excellent
Construction,Tin Container,Metal,Tile Adhesive,High,15.06,17,70,94,13.94,3,23.5,0.9256,98.072,75.068,2.704,Excellent
Textiles,Corrugated Cardboard,Cardboard,Jacket,High,44.1,68,42,91,3.61,3,63.0,0.0819,99.829,86.607,1.5282,Excellent
Toys,Sbs Board,Cardboard,Cricket Bat,Medium,18.85,67,42,86,3.62,2,62.5,0.192,99.6,78.483,1.5304,Excellent
Textiles,Recycled Kraft Paper,Paper,Fabric Rolls,Medium,14.45,73,41,91,4.6,2,66.0,0.3183,99.337,80.718,1.7228,Excellent
Furniture,Cork Packaging,Natural Material,Wall Shelf,Medium,10.58,85,23,88,20.1,2,81.0,1.8998,96.042,83.644,3.0493,Excellent
Furniture,Corrugated Cardboard,Cardboard,Storage Ottoman,High,43.6,69,37,90,1.67,3,66.0,0.0383,99.92,87.28,0.9821,Excellent
Toys,Recycled Cardboard Box,Recycled Cardboard,Chess Set,High,45.09,70,35,89,17.5,3,67.5,0.3881,99.192,87.298,2.9178,Excellent
Home Appliances,Recycled Cardboard Box,Recycled Cardboard,Juicer,High,39.32,71,35,93,19.7,3,68.0,0.501,98.956,88.389,3.0301,Excellent
Home Appliances,Recycled Cardboard Box,Recycled Cardboard,Oven,High,48.93,74,37,93,10.9,3,68.5,0.2228,99.536,88.684,2.4765,Excellent
Cosmetics,Hemp Fiber Bag,Natural Fiber,Face Wash,Medium,12.07,91,18,90,16.44,2,86.5,1.3621,97.163,86.074,2.8588,Excellent
Toys,Kraft Paper,Paper,Bamboo Toys,Medium,14.19,62,43,83,28.94,2,59.5,2.0395,95.751,75.871,3.3992,Excellent
Healthcare,Amber Glass Bottle,Glass,Antiseptic Cream,High,27.37,34,59,92,58.1,3,37.5,2.1228,95.578,78.144,4.0792,Excellent
Furniture,Jute Sack,Natural Fiber,Office Chair,High,26.94,85,24,86,15.14,3,80.5,0.562,98.829,90.357,2.7813,Excellent
Home Appliances,Wheat Straw Pulp Box,Agricultural Waste,Induction Cooktop,Medium,6.81,86,25,83,19.7,2,80.5,2.8928,93.974,81.727,3.0301,Excellent
Cosmetics,Cotton Bag,Natural Fiber,Nail Polish,Medium,9.54,87,22,87,2.05,2,82.5,0.2149,99.552,84.721,1.1151,Excellent
Automotive,Honeycomb Board,Cardboard,Car Battery,High,45.92,69,41,88,20.38,3,64.0,0.4438,99.075,85.969,3.0625,Excellent
Cosmetics,Glass Jar,Glass,Lip Balm,High,24.47,33,55,98,177.08,3,39.0,7.2366,84.925,77.431,5.1822,Excellent
Construction,Recycled Cardboard Box,Recycled Cardboard,Gypsum Powder,High,44.02,73,41,90,16.28,3,66.0,0.3698,99.23,87.108,2.8495,Excellent
Healthcare,Sbs Board,Cardboard,Thermometer Strips,Medium,19.04,68,43,84,10.74,2,62.5,0.5641,98.825,77.79,2.463,Excellent
Food,Seed Paper,Paper,Turmeric Powder,Low,5.11,95,12,87,6.29,1,91.5,1.2309,97.436,80.226,1.9865,Excellent
Construction,Jute Sack,Natural Fiber,Waterproofing Chemical,High,26.26,91,25,91,39.55,3,83.0,1.5061,96.863,91.866,3.7025,Excellent
Construction,Corrugated Cardboard,Cardboard,Wood Polish,High,54.43,73,38,91,3.67,3,67.5,0.0674,99.86,87.965,1.5412,Excellent
Automotive,Steel Can,Metal,Timing Belt,High,19.94,15,76,98,39.63,3,19.5,1.9875,95.86,74.315,3.7045,Good
Construction,Steel Can,Metal,Cement Bags,High,22.95,20,76,98,76.2,3,22.0,3.3203,93.083,74.371,4.3464,Good
Textiles,Jute Sack,Natural Fiber,Thread Spools,High,25.81,86,22,90,4.65,3,82.0,0.1802,99.625,92.006,1.7317,Excellent
Electronics,Corrugated Cardboard,Cardboard,Router,High,48.67,67,43,92,11.07,3,62.0,0.2275,99.526,86.482,2.4907,Excellent
Toys,Rpet Tray,Recycled Plastic,Cricket Bat,Medium,11.06,14,73,81,7.66,2,20.5,0.6926,98.557,64.373,2.1587,Good
Automotive,Jute Sack,Natural Fiber,Tire Inflator,High,27.28,89,24,88,24.85,3,82.5,0.9109,98.102,91.276,3.2523,Excellent
Construction,Stone Paper,Paper,Tile Cleaner,Medium,11.36,56,45,89,1.51,2,55.5,0.1329,99.723,77.164,0.9203,Excellent
Toys,Kraft Paper,Paper,Badminton Set,Medium,13.88,64,42,86,0.69,2,61.0,0.0497,99.896,78.107,0.5247,Excellent
Automotive,Honeycomb Board,Cardboard,Seat Covers,High,43.31,73,37,93,5.13,3,68.0,0.1184,99.753,88.588,1.8132,Excellent
Home Appliances,Recycled Cardboard Box,Recycled Cardboard,Juicer,High,43.57,71,36,94,19.13,3,67.5,0.4391,99.085,88.521,3.0022,Excellent
Automotive,Molded Pulp,Paper,Oil Filter,Medium,10.4,77,34,94,11.42,2,71.5,1.0981,97.712,82.711,2.5193,Excellent
Automotive,Jute Sack,Natural Fiber,Wheel Bearing,High,24.35,86,24,87,15.79,3,81.0,0.6485,98.649,90.712,2.8208,Excellent
Textiles,Recycled Kraft Paper,Paper,Cotton T-Shirt,Medium,12.12,67,39,85,13.76,2,64.0,1.1353,97.635,78.192,2.6919,Excellent
Cosmetics,Bamboo Container,Natural Fiber,Eye Cream,High,13.24,91,18,82,14.4,3,86.5,1.0876,97.734,90.884,2.7344,Excellent
Food,Banana Leaf Wrap,Natural Fiber,Cooking Oil,Low,1.82,98,7,100,79.61,1,95.5,43.7418,8.879,62.536,4.3896,Good
Cosmetics,Cork Packaging,Natural Material,Hair Color,Medium,9.95,89,24,83,18.13,2,82.5,1.8221,96.204,82.884,2.9513,Excellent
Electronics,Corrugated Cardboard,Cardboard,Hair Dryer,High,52.84,67,41,88,12.46,3,63.0,0.2358,99.509,85.777,2.5997,Excellent
Construction,Steel Can,Metal,Paint,High,20.03,15,72,96,14.53,3,21.5,0.7254,98.489,75.072,2.7428,Excellent
Home Appliances,Honeycomb Board,Cardboard,Pressure Cooker,High,45.46,73,39,89,16.2,3,67.0,0.3564,99.258,87.164,2.8449,Excellent
Construction,Kraft Paper,Paper,Waterproofing Chemical,Medium,15.99,64,46,83,4.98,2,59.0,0.3114,99.351,76.621,1.7884,Excellent
Automotive,Honeycomb Board,Cardboard,Tire Inflator,High,37.03,70,38,88,1.97,3,66.0,0.0532,99.889,86.772,1.0886,Excellent
Construction,Aluminum Can,Metal,Tile Adhesive,High,11.07,18,71,100,47.89,3,23.5,4.3261,90.988,74.797,3.8896,Good
Automotive,Steel Can,Metal,Tire Inflator,High,20.87,19,74,95,98.47,3,22.5,4.7183,90.171,73.043,4.5999,Good
Textiles,Sbs Board,Cardboard,Pillow Covers,Medium,20.55,69,42,87,21.82,2,63.5,1.0618,97.788,78.58,3.1276,Excellent
Furniture,Wood Wool Cushioning,Natural Fiber,Wall Shelf,Low,6.81,88,22,87,8.75,1,83.0,1.2849,97.323,77.647,2.2773,Excellent
Automotive,Corrugated Cardboard,Cardboard,Cleaning Spray,High,44.17,68,40,92,14.62,3,64.0,0.331,99.31,87.028,2.7486,Excellent
Healthcare,Aluminum Tube,Metal,Blood Glucose Strips,Medium,4.8,24,72,89,72.0,2,26.0,15.0,68.753,60.572,4.2905,Good
Food,Glass Jar,Glass,Biscuits,High,22.99,35,54,97,15.77,3,40.5,0.686,98.571,81.043,2.8196,Excellent
Furniture,Recycled Cardboard Box,Recycled Cardboard,Storage Ottoman,High,43.84,73,35,89,10.72,3,69.0,0.2445,99.491,87.823,2.4613,Excellent
Healthcare,Recycled Cardboard Box,Recycled Cardboard,Bandages,High,46.32,73,35,95,47.44,3,69.0,1.0242,97.866,88.916,3.8803,Excellent
Electronics,Corrugated Cardboard,Cardboard,Earphones,High,55.98,73,40,92,6.81,3,66.5,0.1217,99.746,87.886,2.0554,Excellent
Electronics,Hemp Fiber Bag,Natural Fiber,Hair Dryer,Medium,11.87,91,16,90,6.4,2,87.5,0.5392,98.877,86.803,2.0015,Excellent
Textiles,Corrugated Cardboard,Cardboard,Kurta,High,56.95,68,42,91,10.54,3,63.0,0.1851,99.614,86.554,2.4458,Excellent
